stateCode,districtName,policeStationName,contactNumber,email
BR,Supaul,Birpur Police Station,"6471 - 222028 , 9431822558",
BR,Sitamarhi,Belsand Police Station,"6226 - 281520 , 9431822370",
BR,Supaul,Bishanpur Police Station,"6473 - 263082 , 9431822556",
BR,Supaul,Chatapur Police Station,"6477 - 244020 , 9431822557",
BR,Supaul,Jadia Police Station,"6477 - 241052 , 9431822554",
BR,Supaul,Karjain Police Station,"6471 - 286201 , 9431822559",
BR,Supaul,Kishunpur Police Station,9431822550,
BR,Supaul,Kunauli Police Station,"6471 - 244677 , 9431822565",
BR,Supaul,Marina Police Station,9431822563,
BR,Supaul,Nirmalli Police Station,"6473 - 285779 , 9431822562",
BR,Supaul,Pipra Police Station,"6473 - 264610 , 9431822551",
BR,Supaul,Raghopur Police Station,"6471 - 250232 , 9431822560",
BR,Supaul,Pratapganj Police Station,"6471 - 287199 , 9431822561",
BR,Supaul,Ratanpur Police Station,"6471 - 288040 , 9431822564",
BR,Supaul,Triveniganj Police Station,"6477 - 220816 , 9431822553",
BR,Siwan,Asanwa Police Station,9431822454,sp-siwan -bih@nic.in
BR,Siwan,Barharia Police Station,9431822470,ddc-siwan -bih@nic.in
BR,Supaul,Supaul Police Station,"6473 - 223222 , 9431822549",
BR,Siwan,Basantpur Police Station,9431822465,
BR,Siwan,Andar Police Station,9431822462,dm-siwan.bih@nic.in
BR,Siwan,Bhagwanpur Hat Police Station,9431822457,
BR,Siwan,Daraunda Police Station,9431822463,
BR,Siwan,Gurhani Police Station,9431822467,
BR,Siwan,GautambudhaNagar Police Station,9431822453,
BR,Siwan,Hasaninganj Police Station,"6154 - 278461 , 9431822458",
BR,Siwan,Jiminagar Police Station,9431822453,
BR,Siwan,Maharajganj Police Station,"6153 - 242432 , 9431822466",
BR,Siwan,Mairwan Police Station,"6157 - 232431 , 9431822469",
BR,Siwan,Mufassil Police Station,"956154 - 242863 , 9431261445",
BR,Siwan,Nautan Police Station,9431822457,
BR,Siwan,Panchrukhi Police Station,9431822459,
BR,Siwan,Raghunathpur Police Station,"6154 - 274653 , 9431822460",
BR,Siwan,Siwan Nagar Police Station,"6154 - 242809 , 9431822471",
BR,Siwan,Siwan Police Station,9431822461,
BR,Siwan,Tarbara Police Station,9430671177,
BR,Siwan,Zambo Bazar Police Station,9431822455,
BR,Siwan,Ziradei Police Station,9431822452,
BR,Vaishali,Audhyogik Police Station,"6224 - 275183 , 9431822857",dm-vaishali.bih@nic.in
BR,Vaishali,Baligaon Police Station,9431822859,sp-vaishali -bih@nic.in
BR,Vaishali,Bhaganpur Police Station,"6224 - 246100 , 9431822862",ddc-vaishali -bih@nic.in
BR,Siwan,Goriakothi Police Station,9431822464,
BR,Vaishali,Desari Police Station,"6229 - 236100 , 9431822868",
BR,Vaishali,Bidupur Police Station,"6229 - 253969 , 9431822876",
BR,Vaishali,Ganga Bridge Police Station,"6224 - 266745 , 9431822864",
BR,Vaishali,Goraul Police Station,"6227 - 229697 , 9431822871",
BR,Vaishali,Hajipur Sadar Police Station,"6224 - 272390 , 9431822878",
BR,Vaishali,Jandaha Police Station,"6227 - 232200 , 9431822870",
BR,Vaishali,Jurawanpur Police Station,"6229 - 241444 , 9431822865",
BR,Vaishali,Karthahan Police Station,"6227 - 287100 , 9431822858",
BR,Vaishali,Lalganj Police Station,"6224 - 238101 , 9431822874",
BR,Vaishali,Mahua Police Station,"6227 - 223206 , 9431822872",
BR,Vaishali,Patepur Police Station,"6227 - 253153 , 9431822869",
BR,Vaishali,Rajapakar Police Station,"6227 - 284032 , 9431822861",
BR,Vaishali,Raghopur Police Station,"6229 - 240199 , 9431822877",
BR,Vaishali,SC ST Police Station,"6224 - 275188 , 9431822875",
BR,Vaishali,Sarai Police Station,"6224 - 256100 , 9431822863",
BR,Vaishali,Mahnar Police Station,"6629 - 236423 , 9431822867",
BR,Vaishali,Town Police Station,"6224 - 260227 , 9431822866",
BR,Vaishali,Tisiauta Police Station,"6227 - 252301 , 9431822860",
BR,Vaishali,Vaishali Police Station,"6224 - 229100 , 9431822873",
BR,West Champaran,,,dm-bettiah.bih@nic.in
BR,(i)   Bagha,Bagha Police Station,"6251 - 6251 , 9431822421",sp-bettiah -bih@nic.in
BR,(i)   Bagha,Balmikinagar Police Station,"6251 - 6251 , 9431822419",ddc-bettiah -bih@nic.in
BR,(i)   Bagha,Chautarva Police Station,"6251 - 6251 , 9431822420",
BR,(i)   Bagha,Churha Police Station,9431425828,
BR,(i)   Bagha,Dhanha Police Station,9431822416,
BR,(i)   Bagha,Gobarahia Police Station,9431822408,
BR,(i)   Bagha,Gobardhana Police Station,9431822412,
BR,(i)   Bagha,Luakaria Police Station,"6254 - 6254 , 9431822418",
BR,(i)   Bagha,Bathparia Police Station,9431822409,
BR,(i)   Bagha,Bhairoganj Police Station,9431822407,
BR,(i)   Bagha,Majuraha Police Station,9431822410,
BR,(i)   Bagha,Naurangiya Police Station,"6254 - 6254 , 9931433994",
BR,(i)   Bagha,Piprasi Police Station,9431822415,
BR,(i)   Bagha,Rampurva Police Station,9431822411,
BR,(i)   Bagha,Ramnagar Police Station,"6256 - 6256 , 9431822413",
BR,(i)   Bagha,Simra Police Station,9431822417,
BR,(i)   Bagha,Thakraha Police Station,9431822414,
BR,(ii) Bettiah,Bairiya Police Station,"6254 - 259349 , 9431822385",
BR,(ii) Bettiah,Bettiah Police Station,,
BR,(ii) Bettiah,Bhagaha Police Station,9431822391,
BR,(ii) Bettiah,Balthar Police Station,9431822403,
BR,(ii) Bettiah,Bhikhnapuri Police Station,9431822400,
BR,(ii) Bettiah,Gaunaha Police Station,9431822389,
BR,(ii) Bettiah,Chanpatia Police Station,"6254 - 266253 , 9431822387",
BR,(ii) Bettiah,Inarwa Police Station,"6254 - 264089 , 9431822401",
BR,(ii) Bettiah,Jogapatti Police Station,9431822394,
BR,(ii) Bettiah,Fire Station Police Station,6254 - 231033,
BR,(ii) Bettiah,Kangli Police Station,"6253 - 264092 , 9431822399",
BR,(ii) Bettiah,Lauria Police Station,"6253 - 251238 , 9431822393",
BR,(ii) Bettiah,Mainatand Police Station,9431822390,
BR,(ii) Bettiah,Majhaulia Police Station,"6254 - 282249 , 9431822386",
BR,(ii) Bettiah,Mataria Police Station,9431822406,
BR,(ii) Bettiah,Manpur Police Station,9431822404,
BR,(ii) Bettiah,Mufassil Police Station,"6254 - 242441 , 9431822395",
BR,(ii) Bettiah,Purushottampur Police Station,9431822402,
BR,(ii) Bettiah,Nautan Police Station,9431822384,
BR,(ii) Bettiah,Shathi Police Station,9431822397,
BR,(ii) Bettiah,Gopalpur Police Station,9431822398,
BR,(ii) Bettiah,Shrinagar Police Station,9431822405,
BR,(ii) Bettiah,Shrampurawa Police Station,9431822396,
BR,(ii) Bettiah,Sikarpur Police Station,"6253 - 224229 , 9431822388",
BR,(ii) Bettiah,Sikta Police Station,"6253 - 285534 , 9431822392",
BR,(ii) Bettiah,Town Police Station,"6254 - 242442 , 9431822383",
GA,North Goa,Agacaim Police Station,2218000 - 7875756023,
GA,North Goa,Bicholim Police Station,2362233 - 7875756033,
GA,North Goa,Mapusa Police Station,2262231 - 7875756026,
GA,North Goa,Collem Police Station,2600233 - 7875756037,
GA,North Goa,Old Goa Police Station,2285301 - 7875756024,
GA,North Goa,Panaji Police Station,2428482 Ext-311 - 7875756022,
GA,North Goa,ernem Police Station,2201233 2201065 - 7875756028,
GA,North Goa,Anjuna Police Station,2273233 - 7875756027,
GA,North Goa,Ponda Police Station,2313101 - 7875756036,
GA,North Goa,Porvorim Police Station,2417704 - 7875756030,
GA,North Goa,Valpoi Police Station,2374255 - 7875756034,
GA,South Goa,Canacona Police Station,2633357 - 7875756047,
GA,South Goa,Colva Police Station,2788396 - 7875756040,
GA,South Goa,Cuncolim Police Station,2763234 - 7875756041,
GA,South Goa,Curchorem Police Station,2650568 - 7875756045,
GA,South Goa,Konkan Railway Margao Police Station,2706048 - 9823997402,
GA,South Goa,Maina Curtorim Police Station,2714787 - 7875756042,
GA,South Goa,Margao Town Police Station,2705095 - 7875756039,
GA,North Goa,Calangute Police Station,2278284 2914052 - 7875756031,
GA,South Goa,Quepem Police Station,2662253 - 7875756044,
GA,South Goa,Marmugao Harbour Police Station,2520740 - 7875756050,
GA,South Goa,Verna Police Station,2782325 - 7875756051,
GA,South Goa,Sanguem Police Station,2604233 - 7875756046,
HR,Ambala,Ambala City police Station,"0171-2442006,  9729990120",shoambcityhry@nic.in
HR,Ambala,PP. No.1 Ambala City,"0171-2518002,  9729990134",
HR,Ambala,PP. No.2 Ambala City,"0171-2518081,  9729990135",
HR,Ambala,PP. No.3 Ambala City,"0171-2442050,  9729990136",
HR,Ambala,PP. No.4 Ambala City,"0171-2442021,  9729990137",
HR,Ambala,PP. No.5 Ambala City,"0171-2531109,  9729990138",
GA,South Goa,Vasco Railway Police Station,2512488 - 9822986255,
HR,Ambala,Ambala Sadar Police station,,shoambsdrhry@nic.in
HR,Ambala,PP Sector-9 A/City,"0171-2530095,  9729990140",
HR,Ambala,Baldev nagar police station,"0171-2556057,  9729990122",shobaldevnagarhry@nic.in
GA,South Goa,Vasco Police Station,2513273 2512304 - 7875756049,
HR,Ambala,PP Model Town,"0171-2520204,9729990142",
HR,Ambala,PP Sector-7 U/E A/ City,"0171-2552027,  9729990143",
HR,Ambala,PP Baldev Nagar,"0171-2541010,  9729990141",
HR,Ambala,Ambala Cantt. police station,"0171-2618045,  9729990125",shoambcantthry@nic.in
HR,Ambala,PP Civil Hospital,9729990139,
HR,Ambala,PP Jail Land,9729990144,
HR,Ambala,PP HBC Ambala Cantt.,"0171-2654040,  9729990147",
HR,Ambala,PP Regiment Bazar,"0171-2630112,  9729990146",
HR,Ambala,PP Lal Kurti,"0171-2640100,  9729990149",
HR,Ambala,PP Topkhana,"0171-2631050,  9729990148",
HR,Ambala,PP Mohra,"0171-2870040,  9729990150",
HR,Ambala,Naggal police station,"0171-2855122,  9729990123",shonaggal-hry@nic.in
HR,Ambala,PP Naneola,"0171-2851328,  9729990145",
HR,Ambala,Panjokhra Police station,"0171-2678011,  9729990131",shopanjokherahry@nic.in
HR,Ambala,Mahesh Nagar Police Station,"0171-2661099,  9729990127",shomaheshnagarhry@nic.in
HR,Ambala,Mullana Police station,"01731-275226,  9729990132",shomulanahry@nic.in
HR,Ambala,PP Kalalti,9729990153,
HR,Ambala,Barara Police station,"01731-283180,  9729990133",shobarara-hry@nic.in
HR,Ambala,Saha Police Station,"0171-2821055,  9729990128",shosaha-hry@nic.in
HR,Ambala,Naraingarh Police Station,"01734-284011,  9729990129",shongarhhry@nic.in
HR,Ambala,PP Kala Amb,"01734-261100,  9729990152",
HR,Ambala,Shahzadpur Police Station,"01734-277256,  9729990130",shoshahzadpurhry@nic.in
HR,Ambala,Traffic Mohra Police station,"0171-2870050,  9729990124",shotrafficambhry@nic.in
HR,Ambala,Women Police Station Ambala,"0171-2551091,  9729990165",showomenuamb-hry@gov.in
HR,Bhiwani,PS City Bhiwani,"01664-242711,  88140-11410","shopscitybhiwani@gmail.com ,   shobhiwanicity-hry@nic.in"
HR,Ambala,Parao police station,"0171-2610048,  9729990126",shoparao-hry@nic.in
HR,Bhiwani,Civil Line Police Station,"01664-242665 ,  88140-11411","shopsclbhiwani@gmail.com ,     shobhiwanicl-hry@nic.in"
HR,Bhiwani,Behal Police Station,"01255-265233,   88140-11419","shopsbehal1@gmail.com ,  shobehal-hry@nic.in"
HR,Bhiwani,Siwani Police Station,"01255-277233 ,   88140-11420","shopssiwani1@gmail.com , shosiwani-hry@nic.in"
HR,Bhiwani,. Tosham  Police Station,"01253-258233,   88140-11417","Shopstosham1@gmail.com , shotosham-hry@nic.in"
HR,Bhiwani,Bawani Khera Police Station,"01254-233033,   88140-11416","shopsbkhera@gmail.com ,  shobawanikhera-hry@nic.in"
HR,Bhiwani,SHO TRAFFIC,88140-11422,"shopstraffic1@gmail.com ,  shotrafficbwn-hry@nic.in"
HR,Bhiwani,Women Bhiwani Police Station,"01664-251091,  88140-11409",shopswomen@gmail.com
HR,Bhiwani,Loharu  Police Station,"01252-258203,   88140-11418","shopsloharu@gmail.com , sholoharu-hry@nic.in"
HR,Charkhi Dadri,PS. City Dadri,"01250-220863 ,   88140-11413","shopscitydadri@gmail.com ,  shodadricity-hry@nic.in"
HR,Charkhi Dadri,Sadar Dadri  Police Station,"01250-220860,   88140-11414","shopssdrdadri@gmail.com ,  shodadrisdr-hry@nic.in"
HR,Charkhi Dadri,. Bond Kalan Police Station,"01250-242533,  88140-11421","shopsbondkalan@gmail.com ,  shobondkalan-hry@nic.in"
HR,Charkhi Dadri,Badhra  Police Station,"01252-253033,   88140-11415","shopsbadhra@gmail.com ,  shobadhra-hry@nic.in"
HR,Bhiwani,Sadar Bhiwani police station,"01664-242722,   88140-11412","shopssdrbhiwani@gmail.com ,  shobhiwani-hry@nic.in"
HR,Faridabad,NIT Police Station,2416688 / 9582200125,shonitfbd-hry@nic.in
HR,Faridabad,Kotwali Police Station,2416165 / 9582200126,shopskotwali-hry@nic.in
HR,Faridabad,Suraj Kund Police Station,2511033 / 9582200127,shosurajkund-hry@nic.in
HR,Faridabad,SGM Nagar Police Station,2432922 / 9582200130,shosgmnagar-hry@nic.in
HR,Faridabad,Saran Police Station,2474792 / 9582200128,shosaran-hry@nic.in
HR,Faridabad,Sector - 55 Police Station,"2440940 , 9582200129",shosec55fbd-hry@nic.in
HR,Faridabad,City Ballabgarh Police Station,2241350 / 9582200132,sho-blgarh-hry@nic.in
HR,Faridabad,Mujessar Police Station,2232610 / 9582200131,shomujesar-hry@nic.in
HR,Faridabad,GRP Police Station,2413687,
HR,Faridabad,Sector - 7 Police Station,2241784 / 9582200134,shosec7fbd-hry@nic.in
HR,Faridabad,Tigaon Police Station,2401031 / 9582200135,shotigaon-hry@nic.in
HR,Faridabad,Central Police Station,2285967 / 9582200120,shocentralfbd-hry@nic.in
HR,Faridabad,Sector - 31 Police Station,2255888 / 9582200122,shosec31fbd-hry@nic.in
HR,Faridabad,Bhupani Police Station,2202350 / 9582200124,shobhupani-hry@nic.in
HR,Faridabad,OLD FBD Police Station,2296824 / 9582200123,shooldfbd-hry@nic.in
HR,Faridabad,Sarai Khaw. Police Station,2275400 / 9582200121,shosaraikhawaja-hry@nic.in
HR,Faridabad,Traffic Police Station,2225999 / 9582200138,shotrafficgbd-hry@nic.in
HR,Faridabad,Chhainsa Police Station,2209254 / 09416633599,shochhansa-hry@nic.in
HR,Faridabad,Kheri Pul police station,2988333 / 9582200148,
HR,Faridabad,Women Police Station,2261092 / 9582200061,showomenfbd-hry@gov.in
HR,Fatehabad,Sadar Tohana Police Station,"1692 - 220015 , 9466102211",
HR,Faridabad,Sadar Ballabgarh Police Station,2241341 / 9582200133,shosdrblgarh-hry@nic.in
HR,Fatehabad,City Tohana Police Station,"1692 - 231235 , 9466102201",
HR,Fatehabad,Bhuna Police Station,"1667 - 242233 , 9466102208",
HR,Fatehabad,Ratia Police Station,"1697 - 250033 , 9466102209",
HR,Fatehabad,Jakhal Police Station,"1692 - 252210 , 9466102212",
HR,Fatehabad,Bhattu Kalan Police Station,"1667 - 252252 , 9996118007",
HR,Gurugram,Sadar Gurugram,9999981825 / 2201476,shoggnsdr-hry@nic.in
HR,Gurugram,DLF Sec-29 Gurugram,9999981822 / 2396700,shodlfggn-hry@nic.in
HR,Fatehabad,City Fatehabad Police Station,"1667 - 223030 , 9466102205",
HR,Gurugram,Sushant Lok,9999981826 / 2386231,shosushantlok-hry@nic.in
HR,Gurugram,DLF-I Gurugram,"9999981827 / 4059084, 2567223",shodlfphase1-hry@nic.in
HR,Gurugram,PS DLF PH-II,9999981821 / 2566387,shodlf2ggn-hry@nic.in
HR,Gurugram,PS Sec. 55/56,9999981823 / 2574100,shosec56ggn-hry@nic.in
HR,Gurugram,PS Sector 40,9999981824 / 2381567,shosec40ggn-hry@nic.in
HR,Fatehabad,Sadar Fatehabad Police Station,"1667 - 220017 , 9466102206",
HR,Gurugram,PS City Gurugram,9999981833 / 2321496,shoggncity-hry@nic.in
HR,Gurugram,PS Sector-10/A,9999981836 /  2370490,shosec10ggn-hry@nic.in
HR,Gurugram,PS Civil Lines,9999981834 / 2224233,shocivillinesggn-hry@nic.in
HR,Gurugram,PS Sec-5 (Old Gurugram),9999981835 /  2254610,shosec5oldggn-hry@nic.in
HR,Gurugram,PS Rajendra Park,9999981837 / 2469210,shorajendrapark-hry@nic.in
HR,Gurugram,PS Udyog Vihar,9999981831 / 2340200,shoudyogvihar-hry@nic.in
HR,Gurugram,PS Sec 17/18,9999981838 / 2398140,shosec17-hry@nic.in
HR,Gurugram,PS Sohna Gurugram,"9999981845 2362225, 2262425",shosohna-hry@nic.in
HR,Gurugram,PS Pataudi,9999981842 / 2672970,shopataudi-hry@nic.in
HR,Gurugram,PS Badshapur,9999981844 / 2394062,shobadshahpur-hry@nic.in
HR,Gurugram,PS Palam Vihar,9999981832 2360148,shopalamvihar-hry@nic.in
HR,Gurugram,PS Farrukh Nagar,9999981841 /  2375228,shofarrukhnagar-hry@nic.in
HR,Gurugram,PS Manesar,9999981843 / 2290100,shomanesar-hry@nic.in
HR,Gurugram,PS Bilaspur,9999981847 / 2379580,shobilaspur-hry@nic.in
HR,Gurugram,PS Metro,9999981829 / 2570800,shometroggn-hry@nic.in
HR,Gurugram,PS Kherki Daula,9999981830 / 2370499,shokhrkhidaula-hry@nic.in
HR,Gurugram,PS Women,"8527199883 / 2218057, 2218058",showomenpsgn-hry@gov.in
HR,Gurugram,PS Sector -50,9205892111 /  2583737,shosec50ggm.pol-hry@gov.in
HR,Gurugram,PS Sector -53,9205892112 / 2576355,shosec53ggm.pol-hry@gov.in
HR,Gurugram,PS City Sohna,9205892113 / 2262225,shosohanaggm.pol-hry@gov.in
HR,Gurugram,PS IMT Manesar,9205892114 / 2292200,shoimtggm.pol-hry@gov.in
HR,Gurugram,PS Sector -37,9205892115 / 2292200,shosec37ggm.pol-hry@gov.in
HR,Gurugram,PS Bajghera,9205892116 / 2267488,shobajggm.pol-hry@gov.in
HR,Gurugram,PS Sector - 9A,9205892117 /  2251437,shosec9aggm.pol-hry@gov.in
HR,Gurugram,PS Sec - 14,9205892118 / 2300365,shosec14ggm.pol-hry@gov.in
HR,Gurugram,PS New Colony,9205892119 / 2302270,shoncggm.pol-hry@gov.in
HR,Gurugram,PS Shivaji Nagar,9205892120 / 2307300,shoshivaggm.pol-hry@gov.in
HR,Gurugram,PS Bhondsi,9999981846 / 2393100,shobhondsi-hry@nic.in
HR,Gurugram,PS Traffic - I,8586976018 / 2210600,-
HR,Gurugram,PS Traffic - II,8586976019,-
HR,Hisar,PS CITY HISAR,01662-230011 / 88140-11306,shohisarcityhry@nic.in
HR,Hisar,"PS CIVIL LINES, HISAR",01662-248101 / 88140-11307,shohisarcl-hry@nic.in
HR,Hisar,"PS SADAR, HISAR",01662-275010 /   88140-11308,
HR,Hisar,PS BARWALA,01693-242031 /  88140-11312,shobarwalahry@nic.in
HR,Hisar,PS UKLANA,01693-233010 / 88140-11313,shouklana-hry@nic.in
HR,Hisar,PS AGROHA,01669-281142 / 88140-11314,shoagroha-hry@nic.in
HR,Hisar,PS ADAMPUR,01669-242090 /88140-11315,shoadampurhry@nic.in
HR,Jhajjar,Sadar Bahadurgarh Police Station,"1276 - 230200 , 8059800710",shobgarhsdr-hry@nic.in
HR,Jhajjar,Jhajjar Police Station,"1251 - 252010 , 8059800706",shojhajjar-hry@nic.in
HR,Jhajjar,City II Line par Bahadurgarh Police Station,"1276 - 261464 , 9992600411",sholineparbgarh-hry@nic.in
HR,Jhajjar,Sahlawas Police Station,"1251 - 276200 , 8059800707",shosahlawas-hry@nic.in
HR,Jhajjar,City Bahadurgarh Police Station,"1276 - 230802 , 645916 , 80598",shobgarhcity-hry@nic.in
HR,Jind,Sadar Jind Police Station,"1681 - 225136 , 9466121008",shojindsdr@hry.nic.in
HR,Jind,Uchana Police Station,"1684 - 230100 , 9466121013",shouchana@hry.nic.in
HR,Jind,Alewa Police Station,"1681 - 239208 , 9466121012",shoalewa@hry.nic.in
HR,Jind,City Narwana Police Station,"1684 - 240103 , 9466121007",
HR,Jind,Sadar Narwana Police Station,"1684 - 240125 , 9466121014",
HR,Jind,City Jind Police Station,"1681 - 255234 , 9466121006",shojindcity@hry.nic.in
HR,Jhajjar,Beri Police Station,"1251 - 220222 , 8059800708",shoberi-hry@nic.in
HR,Jind,Garhi Police Station,"1684 - 260100 , 9466121015",shogarhi@hry.nic.in
HR,Jind,Saffidon Police Station,"1686 - 262011 , 9466121011",shosafidon@hry.nic.in
HR,Jind,Pillu Khera Police Station,"1686 - 268544 , 9466121010",shopillukhera@hry.nic.in
HR,Jind,Jullana Police Station,"1683 - 274719 , 9466121009",shojulana@hry.nic.in
HR,Kaithal,Cheeka Police Station,"1743 - 221800 , 9729990227",
HR,Hisar,WOMEN PS HISAR,01662-271091 /88140-31091,
HR,Kaithal,Guhla Police Station,"1743 - 221810 , 9729990228",
HR,Kaithal,City Kaithal Police Station,"1746 - 230934 , 9729990224",
HR,Kaithal,Rajound Police Station,"1746 - 256524 , 9729990222",
HR,Kaithal,Siwan Police Station,"1746 - 240778 , 9729990226",
HR,Kaithal,Dhand Police Station,"1746 - 250533 , 9729990220",
HR,Kaithal,Sadar Kaithal Police Station,"1746 - 269995 , 9729990223",
HR,Kaithal,Pundri Police Station,"1746 - 271909 , 9729990221",
HR,Kaithal,Kalayat Police Station,"1746 - 260933 , 9729990225",
HR,Kaithal,Civil Line Kaithal Police Station,9729990231,
HR,Kaithal,Titram Police Station,9729990233,
HR,Karnal,Taraori Police Station,"1745 - 243400 , 9466118022",
HR,Karnal,Nissing Police Station,"1745 - 271029 , 9466118029",
HR,Karnal,Assandh Police Station,"1749 - 278234 , 9466118028",
HR,Karnal,City Karnal Police Station,"184 - 2255716 , 9466118018",
HR,Karnal,Butana Police Station,"1745 - 245100 , 9466118021",
HR,Karnal,Sadar Karnal Police Station,"184 - 2255896 , 9466118020",
HR,Karnal,Civil Lines Karnal Police Station,"184 - 2274948 , 9896177968",
HR,Karnal,Madhuban Police Station,"184 - 2380825 , 9896177973",
HR,Karnal,Indri Police Station,"184 - 2382229 , 9896177976",
HR,Karnal,Kunjpura Police Station,"184 - 2384084 , 9466118026",
HR,Kurukshetra,City Thanesar Police Station,"1744 - 222835 , 9729990408",
HR,Kurukshetra,Pehowa Police Station,"1741 - 230100 , 9729990410",
HR,Kurukshetra,Sadar Thanesar Police Station,"1744 - 230351 , 9729990409",
HR,Kurukshetra,Shahbad Police Station,"1744 - 241100 , 9729990411",
